,OriginalPrice,SalePrice,Discount,Ratings,Comments,Media,Brand,QtySold,Favourites,link,SubCat1,SubCat2,SubCat3,Content,LogQtySold,NORPercent
0,88.0,64.7,26,5.0,70,59,ORITA,203,64,https://shopee.sg/ORITA-Dehumidifier-Charcoal-650ml-x-48s-(Per-Carton)-i.195238920.11731377409?sp_atk=d0bd60d6-a5d8-4467-abc3-698a98cb7b56,Home Appliances,Cooling & Heating,Air Humidifier,957.0,5.313205979041787,0.49261083743842365
1,7.9,7.0,11,5.0,37,28,ROHTO,285,111,https://shopee.sg/Rohto-Cool-Eye-Drops-13Ml-i.195238920.5918637414?sp_atk=762b961f-c0e7-4b51-8f97-e0e7d8cb5826,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",296.0,5.652489180268651,0.23157894736842105
2,6.9,3.5,49,5.0,43,35,Watsons,303,92,https://shopee.sg/Watsons-Peach-Shower-Gel-1L-i.195238920.3318740133?sp_atk=40d99971-0662-463c-8402-4e079138e9c4,Beauty & Personal Care,Men's Grooming,Bath & Body Care,296.0,5.713732805509369,0.3465346534653465
3,138.9,69.0,50,5.0,60,48,KINOHIMITSU,253,45,https://shopee.sg/Kinohimotsu-Stemcell-Drink-50ml-x-16s-6s-i.195238920.6879918224?sp_atk=ae5871a9-da7e-4f0b-869a-4ac3d6114c76,Health & Wellness,Beauty Supplements,Collagen,1497.0,5.53338948872752,0.32806324110671936
4,27.6,24.1,13,4.9,39,35,Vapex,267,58,https://shopee.sg/Zyrtec-R-2X10S-i.195238920.4209140220?sp_atk=6195b69c-3b9c-471c-a0b1-f95019356892,Health & Wellness,OTC Medications,Others,336.0,5.58724865840025,0.2958801498127341
5,88.0,64.7,26,4.9,58,47,ORITA,142,34,https://shopee.sg/ORITA-Dehumidifier-Lavender-650ml-x-48s-(Per-Carton)-i.195238920.11231379489?sp_atk=037d0e77-8407-46df-bec8-c7c992a8ba63,Home Appliances,Cooling & Heating,Air Humidifier,979.0,4.955827057601261,0.5492957746478874
6,34.9,33.05,5,5.0,28,23,Dr. Bronner's,217,64,https://shopee.sg/DR-BRONNER'S-Lavender-Castile-Liquid-Soap-946ml-i.195238920.5121385765?sp_atk=c77a0226-8efb-4640-a5ff-b4aa01823eb0,Beauty & Personal Care,Bath & Body,Body Wash,1993.0,5.37989735354046,0.28110599078341014
7,3.0,2.2,27,4.9,23,21,Watsons,296,43,https://shopee.sg/Watsons-Mild-Soothing-Hand-Soap-500Ml-i.195238920.7907746712?sp_atk=b0d03498-91ff-493a-9a03-dac9264fec09,Beauty & Personal Care,Bath & Body,Hand Wash & Sanitizers,666.0,5.69035945432406,0.21621621621621623
8,3.45,3.25,6,5.0,20,15,SOFY,288,50,https://shopee.sg/SOFY-Cooling-Fresh-Pantyliner-Regular-155mm-28's-i.195238920.10500404105?sp_atk=4a6557ef-0422-4fbd-b8bd-a5090c61e6cb,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,291.0,5.662960480135946,0.18055555555555555
9,2.9,2.2,24,5.0,13,11,Watsons,195,37,https://shopee.sg/Watsons-Side-Sealed-Facial-Cotton-100S-i.195238920.5307705182?sp_atk=92d6004e-dbcd-4386-81cc-5e0abc2d91ec,Beauty & Personal Care,Beauty Devices & Tools,Makeup Accessories,702.0,5.272999558563747,0.1794871794871795
10,4.95,4.65,6,5.0,10,9,Biore,171,60,https://shopee.sg/Biore-Pore-Pack-10'S-Black-i.195238920.5718646415?sp_atk=47095f37-82a4-41d3-841b-a29941704928,Beauty & Personal Care,Men's Grooming,Face,296.0,5.14166355650266,0.2573099415204678
11,6.9,3.5,49,4.9,38,30,Watsons,216,30,https://shopee.sg/Watsons-Green-Tea-Shower-Gel-1L-i.195238920.3418740113?sp_atk=65e790b7-aeee-4380-ab5c-ac28cf384eb0,Beauty & Personal Care,Men's Grooming,Bath & Body Care,296.0,5.375278407684165,0.3425925925925926
12,6.7,6.7,0,5.0,23,20,Nin Jiom,149,23,https://shopee.sg/Nin-Jiom-Pei-Pa-Koa-300Ml-i.195238920.4609140592?sp_atk=6ed9ecac-2167-471d-919b-59bc75585fe8,Health & Wellness,OTC Medications,Traditional Medications,1124.0,5.003946305945459,0.21476510067114093
13,98.65,98.65,0,5.0,53,44,PediaSure,203,25,https://shopee.sg/PEDIASURE-Gold-Classic-Vanilla-600g-x-4-Value-Pack-(For-1-12yrs-old)-i.195238920.4979190198?sp_atk=6b927277-49a6-4430-87ba-0d1446bafa31,"Toys, Kids & Babies",Milk Formula (1 year+),Growing Up Milk (3 Years+),1865.0,5.313205979041787,0.39901477832512317
14,3.4,3.4,0,5.0,11,10,ICM Pharma,183,35,https://shopee.sg/Icm-Pharma-Icm-Pharma-Hygin-X-Antiseptic-Handrub-Handrub-Spray-60Ml-i.195238920.10701550242?sp_atk=846d5874-d2d5-4dd2-9473-83dafb355819,Health & Wellness,Medical Supplies,First Aid Supplies,647.0,5.209486152841421,0.16939890710382513
15,5.5,5.5,0,4.8,21,17,ORITA,320,38,https://shopee.sg/Orita-Dehumidifier-Lavender-650Mlx3-i.195238920.5009140202?sp_atk=7c9ec24b-8c9b-46e4-81c5-d5354bb98b8c,Home Appliances,Cooling & Heating,Air Humidifier,510.0,5.768320995793772,0.171875
16,2.0,2.0,0,5.0,18,16,Watsons,319,21,https://shopee.sg/Watsons-Animal-B.Wipes-Unscent-70S-i.195238920.3607842340?sp_atk=79346daf-cc3a-470d-9b15-f8033c718d0c,"Toys, Kids & Babies",Bath & Baby Care,Baby Wipes,377.0,5.765191102784844,0.11285266457680251
17,89.9,35.9,60,5.0,38,30,KINOHIMITSU,229,62,https://shopee.sg/KINOHIMITSU-Detox-Enzyme-Sachets-30s-D'Tox-Plum-Juice-6s-Watsons-Exclusive--i.195238920.8816459025?sp_atk=ad7492ac-e920-407f-9d63-374c18fd82b0,Health & Wellness,Weight Management,Detox,2340.0,5.43372200355424,0.29694323144104806
18,4.8,4.8,0,5.0,11,10,Po Chai,157,26,https://shopee.sg/PO-CHAI-Pills-20g-x-10-Bottles-(Traditional-Medication-for-diarrhea)-i.195238920.6709140151?sp_atk=8881b08e-b8b9-48fe-8630-469a54bd0b59,Health & Wellness,OTC Medications,Topical Ointment & Creams,520.0,5.056245805348308,0.21019108280254778
19,17.6,17.6,0,5.0,13,11,Vapex,154,20,https://shopee.sg/Zyrtec-R-Solution-1Mg-Ml-75Ml-i.195238920.4209140231?sp_atk=bdd0d7dd-12dd-4258-84dd-256260a9d587,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",436.0,5.0369526024136295,0.13636363636363635
20,2.2,2.2,0,4.9,20,18,Watsons,172,13,https://shopee.sg/Watsons-Extra-Large-Cotton.B-120S-i.195238920.3407800458?sp_atk=2723995d-c6c8-4230-b3c5-c167ca7e23e1,Health & Wellness,Medical Supplies,First Aid Supplies,553.0,5.147494476813453,0.2558139534883721
21,10.3,10.3,0,5.0,6,6,SCOTT'S,163,17,https://shopee.sg/Scott's-Vitamin-C-Mixed-Berries-100g-i.195238920.5679925260?sp_atk=aeeb7ccc-df8b-4ba6-97f4-0489c8fc51bc,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,145.0,5.093750200806762,0.1656441717791411
22,9.75,6.8,30,5.0,8,8,Dove,175,11,https://shopee.sg/Dove-1L-Nutrium-Sensitive-i.195238920.3618716746?sp_atk=13a513e2-a4ac-4a1b-ade8-921ac9966dff,Beauty & Personal Care,Bath & Body,Deodorant,296.0,5.1647859739235145,0.14285714285714285
23,19.9,19.9,0,5.0,26,25,TSUBAKI,229,77,https://shopee.sg/TSUBAKI-Premium-Repair-Hair-Mask-Pink-Camellia-180g-(Limited-Edition)-Exclusive-to-Watsons--i.195238920.8342505143?sp_atk=b566db3a-7db3-43ee-a4da-5dd5996e8abc,Beauty & Personal Care,Women's Hair Care,Treatment,1489.0,5.43372200355424,0.21397379912663755
24,9.75,6.8,30,5.0,15,12,Dove,263,29,https://shopee.sg/Dove-1L-Nutrium-Beauty-Moisture-i.195238920.3618716715?sp_atk=99db1d6e-7d91-4ffc-849f-17712ccca1b1,Beauty & Personal Care,Skincare,Moisturizer,296.0,5.572154032177765,0.20912547528517111
25,43.0,43.0,0,4.9,34,28,Eucerin,149,39,https://shopee.sg/Eucerin-Ph5-Shower-Oil-Triple-Pack-400Ml-(Shower-Oil-Refill-Pack-X-2)K-i.195238920.9517021126?sp_atk=f5930b33-60d3-406b-b811-21eb2666c133,Beauty & Personal Care,Bath & Body,Body & Massage Oils,863.0,5.003946305945459,0.3959731543624161
26,129.6,49.9,61,5.0,40,33,Ocean Health,114,54,https://shopee.sg/Ocean-Health-Omega-3-Fish-Oil-1000mg-2x180-Soft-Gels-i.195238920.8817594307?sp_atk=a046c172-62ec-4332-992a-26e630676a16,Health & Wellness,Supplements,Multivitamin & Minerals,1391.0,4.736198448394496,0.5263157894736842
27,2.9,2.9,0,4.8,9,9,Watsons,149,14,https://shopee.sg/Watsons-Dual-Tips-Bk-Cotton.B-200S-i.195238920.3407800428?sp_atk=607e77fa-4c98-4c00-82ed-26a18a90defc,Beauty & Personal Care,Beauty Devices & Tools,Makeup Accessories,646.0,5.003946305945459,0.21476510067114093
28,4.9,4.9,0,5.0,4,4,Watsons,93,16,https://shopee.sg/Watsons-Multi-Purpose-Wipes-90s-i.195238920.11346238670?sp_atk=3f1bb7cf-735d-4bc9-ad90-688dc92c155c,Health & Wellness,Medical Supplies,First Aid Supplies,656.0,4.532599493153256,0.24731182795698925
29,24.0,24.0,0,5.0,16,14,- None -,89,39,https://shopee.sg/WATSONS-Animal-Unscented-Baby-Wipes-70s-X-12-Packs-(Per-Carton)-i.195238920.10731379288?sp_atk=5450e01b-c0fd-4993-91b7-1f84c8437556,"Toys, Kids & Babies",Bath & Baby Care,Baby Wipes,280.0,4.48863636973214,0.39325842696629215
30,30.8,30.8,0,4.9,37,25,SCOTT'S,135,35,https://shopee.sg/Scott's-Cod-Liver-Oil-500-Capsules-i.195238920.9517620798?sp_atk=a18e05f0-916f-4508-b0d4-f6ff76586986,Health & Wellness,Food Nutrition,Others,191.0,4.90527477843843,0.34074074074074073
31,37.8,33.95,10,5.0,27,22,Baby Sebamed,156,17,https://shopee.sg/SEBAMED-Children-Shampoo-(Healthy-Scalp-for-the-Growth-of-Healthy-Hair)-750ml-i.195238920.8627927904?sp_atk=5726d9a0-d60a-4bcf-8f83-eef3c034c4da,"Toys, Kids & Babies",Bath & Baby Care,Hair Care & Body Wash,1194.0,5.049856007249537,0.2948717948717949
32,10.5,10.5,0,5.0,17,12,SCOTT'S,234,37,https://shopee.sg/Scott's-Emulsion-Cod-Liver-Oil-For-Immunity-Support-Orange-Flavour-400ml-i.195238920.7079917705?sp_atk=c0572100-ccc4-4666-a6f0-1c6f68d70b8e,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,539.0,5.455321115357702,0.13247863247863248
33,8.8,8.8,0,4.9,22,18,SENSODYNE,288,22,https://shopee.sg/SENSODYNE-Pronamel-Toothpaste-110g-i.195238920.5387485960?sp_atk=0f125cd7-cb2b-4142-872b-defa4f167bee,Beauty & Personal Care,Oral Care,Toothpaste,333.0,5.662960480135946,0.125
34,9.9,9.9,0,5.0,10,9,Gillette,71,81,https://shopee.sg/Gillette-Venus-Venus-Sensitive-Woman%E2%80%99S-Disposable-Razors-3S-i.195238920.9416868849?sp_atk=44c34f90-99eb-4fb0-8cd0-d46ad392123e,Beauty & Personal Care,Men's Grooming,Shave,419.0,4.2626798770413155,0.38028169014084506
35,10.9,9.7,11,5.0,14,11,HATOMUGI,112,74,https://shopee.sg/Hatomugi-Skin-Lotion-i.195238920.11001550535?sp_atk=335c235a-36ad-4637-abc3-e93c36b77b0b,Beauty & Personal Care,Bath & Body,Body lotion,366.0,4.718498871295094,0.30357142857142855
36,72.0,72.0,0,4.9,47,39,Recogen,136,17,https://shopee.sg/Recogen-Gold-300g-i.195238920.8517693465?sp_atk=1fbd87be-0408-43d4-93f4-90b65100a8a7,Food & Beverages,Beverages,UHT Milk & Milk Powder,1022.0,4.912654885736052,0.41911764705882354
37,2.0,2.0,0,4.9,17,16,Himalaya,200,50,https://shopee.sg/Himalaya-Himalaya-Gentle-Exfoliating-Daily-Face-Wash-i.195238920.3679843994?sp_atk=fe72845a-b5d8-4f64-b42f-c94bb972c893,Beauty & Personal Care,Skincare,Cleanser,335.0,5.298317366548036,0.245
38,3.6,3.6,0,5.0,9,10,SCOTT'S,161,9,https://shopee.sg/Scott's-Vitamin-C-Mix-Berry-Flavour-15-Pastilles-i.195238920.8617678754?sp_atk=dda1c292-8af9-47d7-aa3b-100655e9f2b5,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,216.0,5.081404364984463,0.07453416149068323
39,149.0,134.1,10,5.0,14,13,SK-II,62,19,https://shopee.sg/SK-II-R.N.A.Power-Eye-Cream-Radical-New-Age-15g-i.195238920.9411706726?sp_atk=cd15fee4-b1eb-46d8-a0a9-743a4a81b24d,Beauty & Personal Care,Skincare,Eye Care,675.0,4.127134385045092,0.4032258064516129
40,31.65,28.4,10,5.0,11,7,Pregaine,140,7,https://shopee.sg/Pregaine-Clear-Gel-Shampoo-400Ml-i.195238920.4118632964?sp_atk=b4bb93b1-aa4e-4129-8e0f-253abaece8b7,Beauty & Personal Care,Women's Hair Care,Shampoo,296.0,4.941642422609304,0.15
41,5.65,5.0,12,4.8,11,10,renu,143,33,https://shopee.sg/BAUSCH-LOMB-Advanced-Eye-Relief-Eye-Wash-118ml-i.195238920.4587909290?sp_atk=ec04dcd3-7329-4a9d-bf22-fb1f772a2435,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",282.0,4.962844630259907,0.15384615384615385
42,10.6,9.45,11,5.0,14,9,Betadine,211,22,https://shopee.sg/Betadine%C2%AE-Gargle-and-Mouthwash-240ml-i.195238920.8517640412?sp_atk=9ee90ab1-5dfa-46ed-9551-1f27b9d31039,Beauty & Personal Care,Oral Care,Mouthwash,259.0,5.351858133476067,0.12322274881516587
43,34.9,33.05,5,5.0,25,22,Dr. Bronner's,134,48,https://shopee.sg/DR-BRONNER'S-Peppermint-Castile-Liquid-Soap-946ml-i.195238920.5421385736?sp_atk=14dd51fa-2c38-44f6-a673-a304476ced90,Beauty & Personal Care,Bath & Body,Body Wash,2093.0,4.897839799950911,0.3208955223880597
44,2.0,2.0,0,5.0,14,14,Watsons,235,19,https://shopee.sg/Watsons-Animal-B.Wipes-Fresh-70S-i.195238920.3707842686?sp_atk=ac66e4e9-b118-4416-9af7-9b9194501776,"Toys, Kids & Babies",Bath & Baby Care,Baby Wipes,371.0,5.459585514144159,0.11914893617021277
45,39.9,35.8,10,5.0,17,11,KINOHIMITSU,168,24,https://shopee.sg/Kinohimitsu-Maca-Men-50ml-x-10s-i.195238920.7279918907?sp_atk=62ea9ec8-fe20-40ab-9ff3-85c6bf8a2db6,Health & Wellness,Beauty Supplements,Beauty & Anti-ageing,1238.0,5.123963979403259,0.19047619047619047
46,8.7,8.7,0,5.0,13,11,Alcon,146,18,https://shopee.sg/Alcon-Tears-Naturale-Ii-15M-Ed-i.195238920.3418716774?sp_atk=ccdf3375-7c0a-47f1-97fd-f3d16c4b7fb4,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",296.0,4.983606621708336,0.11643835616438356
47,21.9,21.9,0,5.0,9,8,SUNPLAY,61,20,https://shopee.sg/Sunplay-Ultra-Shield-Uv-Body-Mist-Spf130-165Ml-i.195238920.9117020964?sp_atk=b04e5e00-003f-47ad-9c5d-84a12f69a835,Beauty & Personal Care,Skincare,Toners & Mists,296.0,4.110873864173311,0.36065573770491804
48,5.5,5.5,0,5.0,19,16,Watsons,229,38,https://shopee.sg/Watsons-Disposable-Underwear-Cotton-Maternity-5S-i.195238920.3607842612?sp_atk=0829fa50-9688-4c1d-a5ba-5c397d97df87,Women's Apparel,Lingerie & Sleepwear,Panty,528.0,5.43372200355424,0.11790393013100436
49,4.9,4.9,0,5.0,8,8,Watsons,119,26,https://shopee.sg/Watsons-Charcoal-Tooth-Brush-(Soft)-3S-i.195238920.3218807511?sp_atk=1e5f6f33-cd7c-4985-ba43-c20c25645adc,Beauty & Personal Care,Oral Care,Manual Toothbrush,296.0,4.77912349311153,0.3025210084033613
50,65.0,65.0,0,4.7,34,30,Eu Yan Sang,140,34,https://shopee.sg/Eu-Yan-Sang-Organic-High-Protein-Drip-Chicken-Essence-60g-x-6'S-i.195238920.6821429569?sp_atk=216c30f4-11a2-42c9-9f0a-b6f9430beeb0,Food & Beverages,Food Staples,Seasonings & Condiments,819.0,4.941642422609304,0.35714285714285715
51,54.9,49.3,10,4.9,49,41,La Roche-Posay,242,184,https://shopee.sg/La-Roche-Posay-Effaclar-Serum-(For-Acne-Prone-Skin-And-Persistant-Marks-And-Scars)-30Ml-i.195238920.3279909385?sp_atk=b2abe851-83c5-48f2-adc5-4eb95f09c4e4,Beauty & Personal Care,Skincare,Serum & Treatment,1224.0,5.488937726156687,0.384297520661157
52,5.6,5.6,0,4.8,7,6,Laurier,152,10,https://shopee.sg/LAURIER-LAUR-F-DAY-ULTRA-SLIM-25CM-15S-i.195238920.8449387871?sp_atk=d6c82a59-b659-4332-bae4-45b64e00f067,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,131.0,5.0238805208462765,0.19736842105263158
53,47.65,45.2,5,5.0,19,14,Sebamed,124,17,https://shopee.sg/SEBAMED-Anti-Dandruff-Shampoo-1000ml-i.195238920.3042201661?sp_atk=ff0d28bd-e2d9-442e-9e24-b1faf7ddc3e2,Beauty & Personal Care,Women's Hair Care,Shampoo,208.0,4.820281565605037,0.2903225806451613
54,8.75,8.75,0,5.0,15,12,SOFY,143,28,https://shopee.sg/SOFY-Sofy-Body-Fit-Night-Slim-Wing-35cm-16sx2-Twin-Pack-i.195238920.10500404151?sp_atk=88bf7e9a-0cb5-4993-aa45-71ca5b570fc3,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,318.0,4.962844630259907,0.3776223776223776
55,28.8,28.8,0,4.9,39,34,OPTI-FREE,204,64,https://shopee.sg/Opti-Free-Rep-Mpds-300Mlx3-i.195238920.4318632957?sp_atk=4bcdfc13-db99-461b-bd8d-39a0e21c0d06,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",296.0,5.318119993844216,0.3872549019607843
56,10.3,10.3,0,4.9,11,10,SCOTT'S,72,26,https://shopee.sg/Scotts-Vit-C-Peach-Pas-50'S-i.195238920.5918637456?sp_atk=26410cfe-ad74-49e7-adfc-e5eefd0c87ab,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,296.0,4.276666119016055,0.25
57,2.95,2.75,7,5.0,16,15,Biore,264,153,https://shopee.sg/Biore-Body-Powder-Sheets-Mint-Berry-10S-i.195238920.6218637472?sp_atk=4bee10ab-3325-4cf7-ba20-35b33ade407f,Beauty & Personal Care,Makeup,Powders & Compacts,296.0,5.575949103146316,0.16666666666666666
58,2.5,2.5,0,5.0,36,26,whisper,258,59,https://shopee.sg/Whisper-Cot-Soft-Ovn-40Cm-6S-i.195238920.3618740104?sp_atk=df469bc1-c9c2-4f11-93d3-8e2755069f51,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,296.0,5.552959584921617,0.2441860465116279
59,26.0,26.0,0,5.0,28,25,OPTI-FREE,131,44,https://shopee.sg/Opti-Free-Express-Soln-355Mlx3-i.195238920.4318632930?sp_atk=7da3210a-6445-471c-b34a-2e5c294d1553,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",296.0,4.875197323201151,0.4580152671755725
60,8.5,7.15,16,4.9,8,8,Dove,90,35,https://shopee.sg/BABY-DOVE-Rich-Moisture-Head-To-Toe-Wash-400ml-i.195238920.8350924725?sp_atk=9d8b0383-2d72-492e-a064-6829cb799038,"Toys, Kids & Babies",Bath & Baby Care,Hair Care & Body Wash,549.0,4.499809670330265,0.18888888888888888
61,7.9,7.0,11,4.9,0,0,Salonpas,79,26,https://shopee.sg/Salonpas-Air-External-Pain-Relieving-Spray-80ml-i.195238920.8517683603?sp_atk=614ac1ff-c40d-445c-9ef8-5a5a77c4ace7,Health & Wellness,OTC Medications,Topical Analgesic,141.0,4.3694478524670215,0.12658227848101267
62,10.3,10.3,0,4.9,3,3,SCOTT'S,72,8,https://shopee.sg/SCOTT'S-Vitamin-C-Orange-100g-i.195238920.11000403812?sp_atk=5d291532-c242-4a92-b693-e8371dd8a871,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,356.0,4.276666119016055,0.2638888888888889
63,3.1,3.1,0,5.0,22,18,SOFY,265,25,https://shopee.sg/SOFY-Pantiliner-Long-Wide-Fit-Absorb-(Unscented)-40s-i.195238920.3042213242?sp_atk=a5963aa9-7ac5-40a2-bf4b-9c00923ddb60,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,176.0,5.579729825986222,0.17735849056603772
64,5.95,5.25,12,4.7,4,4,Koolfever,62,15,https://shopee.sg/Koolfever-For-Adults-6s-i.195238920.7979917945?sp_atk=bc948e3f-10e3-40cc-aada-542d3a2e3e35,"Toys, Kids & Babies",Baby Gear,Baby Carrier,509.0,4.127134385045092,0.1935483870967742
65,13.7,13.7,0,5.0,3,3,Telfast,77,3,https://shopee.sg/Telfast-Fast-And-Non-Drowsy-Allergy-Relief-120mg-Tablet-10s-i.195238920.10759857047?sp_atk=10d6adad-e883-482a-8058-18551beabae9,Health & Wellness,OTC Medications,"Coughs, Colds, Flu, Allergy",1109.0,4.343805421853684,0.1038961038961039
66,5.15,5.15,0,5.0,5,5,Dettol,69,29,https://shopee.sg/Dettol-Disinfectant-Spray-Morning-Dew-225ml-i.195238920.9417600365?sp_atk=21cbb065-d75a-4266-9f4c-1441083331af,Health & Wellness,Medical Supplies,First Aid Supplies,1592.0,4.23410650459726,0.34782608695652173
67,3.0,2.2,27,5.0,6,7,Watsons,86,10,https://shopee.sg/Watsons-Rose-Orchid-Scented-Gel-Hand-Wash-500Ml-i.195238920.6607747161?sp_atk=475043fe-083e-4ef8-92eb-4e5236354e2b,Beauty & Personal Care,Bath & Body,Hand Wash & Sanitizers,702.0,4.454347296253507,0.23255813953488372
68,32.4,32.4,0,5.0,14,11,Redoxon,85,25,https://shopee.sg/Redoxon-Triple-Action-Effervescent-Tablet-Orange-Flavour-45s-i.195238920.8917693773?sp_atk=2c6ea45a-fa4a-4266-8de0-239f94d1390a,Health & Wellness,Food Nutrition,Others,330.0,4.442651256490317,0.38823529411764707
69,23.8,21.3,11,4.9,14,12,Refresh,99,28,https://shopee.sg/REFRESH-Plus-Eye-Drops-0.4ml-30s-i.195238920.7618644489?sp_atk=44c51940-5134-498d-bf3c-5915eabfdd90,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",959.0,4.59511985013459,0.32323232323232326
70,2.0,2.0,0,5.0,4,3,Garnier,108,37,https://shopee.sg/GARNIER-Hydra-Bomb-Eye-Serum-Mask-Brightening-Eye-Mask-1-Piece-i.195238920.3979926946?sp_atk=5ef377a1-c155-405f-b341-b08df0395151,Beauty & Personal Care,Skincare,Eye Care,800.0,4.68213122712422,0.14814814814814814
71,7.15,7.15,0,5.0,4,2,panadol,74,8,https://shopee.sg/Panadol-With-Optizorb-20S-i.195238920.4809140680?sp_atk=f26a3229-f965-4862-a7aa-547510e138a6,Health & Wellness,OTC Medications,Fever & Painkillers,773.0,4.30406509320417,0.16216216216216217
72,9.5,9.5,0,5.0,10,7,VASELINE,57,50,https://shopee.sg/Vaseline-Fresh-And-Radiant-Whitening-Gel-180Ml-i.195238920.8017020843?sp_atk=a4df55ff-84f3-4b44-ae0a-e092f77d4c9f,Beauty & Personal Care,Men's Grooming,Bath & Body Care,1310.0,4.04305126783455,0.3684210526315789
73,59.9,59.9,0,5.0,18,16,suu balm,88,10,https://shopee.sg/SUU-BALM-Kids-Dual-Rapid-Itch-Relieving-Restoring-Ceramide-Moisturiser-200ml-i.195238920.5382407406?sp_atk=00498752-d317-4498-939a-a57fd440f33b,"Toys, Kids & Babies",Bath & Baby Care,Baby Skincare,1071.0,4.477336814478207,0.32954545454545453
74,25.15,22.6,10,5.0,14,10,Baby Sebamed,134,22,https://shopee.sg/SEBAMED-BABY-Baby-Facial-Protective-Cream-50ml-i.195238920.6782388546?sp_atk=4c59a527-823c-48c4-b118-3d6271b6173a,"Toys, Kids & Babies",Bath & Baby Care,Hair Care & Body Wash,974.0,4.897839799950911,0.21641791044776118
75,3.4,3.0,12,5.0,9,7,Hansaplast,101,39,https://shopee.sg/Hansaplast-Sensitive-Strips-Plaster-20-Pieces-i.195238920.9517603373?sp_atk=ab1a926f-7c5a-45a7-9bba-c7059bd9e920,Health & Wellness,Medical Supplies,First Aid Supplies,302.0,4.61512051684126,0.25742574257425743
76,6.5,6.5,0,4.9,9,8,MegRhythm,95,16,https://shopee.sg/Megrhythm-Steam-Eye-Mask-Lavender-Fragrance-i.195238920.9417227578?sp_atk=a6791310-c2ca-4e47-8870-05325275977d,Beauty & Personal Care,Skincare,Eye Care,580.0,4.553876891600541,0.2
77,3.95,3.95,0,5.0,9,9,SOFY,158,27,https://shopee.sg/SOFY-Sofy-Comfort-Nite-Body-Fit-Anti-Bac-42cm-8s-i.195238920.8549188467?sp_atk=e52cd6dd-1780-45b6-a50c-6f674e884806,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,312.0,5.062595033026967,0.1518987341772152
78,2.0,2.0,0,4.9,14,11,Himalaya,157,41,https://shopee.sg/Himalaya-Oil-Control-Lemon-Face-Wash-50Ml-i.195238920.7918644427?sp_atk=25f1862a-5e39-4b95-8314-941e8c550ce5,Beauty & Personal Care,Skincare,Cleanser,296.0,5.056245805348308,0.3248407643312102
79,9.2,9.2,0,4.9,18,13,OFF!,239,46,https://shopee.sg/Off-Insect-Repellent-170G-i.195238920.4118632940?sp_atk=f65b9cd8-94be-4d96-96bc-4e0baeaa296d,Home & Living,Housekeeping,Pesticide,296.0,5.476463551931511,0.13807531380753138
80,2.95,2.95,0,5.0,11,10,Carefree,156,7,https://shopee.sg/CAREFREE-Breathable-Unscented-40s-i.195238920.7687898205?sp_atk=a4405120-b362-424d-aa02-89430aa83b71,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,296.0,5.049856007249537,0.20512820512820512
81,2.95,2.95,0,5.0,14,14,kotex,170,30,https://shopee.sg/Kotex-Panty-Liners-8X5'S-Unsc-i.195238920.4018621196?sp_atk=f4d9b08c-2721-45d7-9a0a-a367d38d9bc7,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,296.0,5.135798437050262,0.27647058823529413
82,6.9,6.9,0,4.8,13,12,Watsons,97,121,https://shopee.sg/Watsons-Arganessa-Oil-Treat-Wax-500Ml-i.195238920.3818740181?sp_atk=1b42876f-0a69-4422-90d8-8ff736b1c563,Beauty & Personal Care,Skincare,Serum & Treatment,296.0,4.574710978503383,0.38144329896907214
83,17.9,17.9,0,5.0,17,14,Eu Yan Sang,104,24,https://shopee.sg/Eu-Yan-Sang-Essence-of-Fish-6x70g-i.195238920.7521429912?sp_atk=f6d9fbe4-6d54-46f3-9392-ba169208ef52,Food & Beverages,Snacks & Sweets,Dried Snacks,334.0,4.6443908991413725,0.25
84,41.9,41.9,0,5.0,12,11,ANESSA,75,66,https://shopee.sg/ANESSA-Limited-Edition-Pokemon-Pikachu-Perfect-UV-Sunscreen-Skincare-Milk-SPF-50-PA-60ml-i.195238920.10532749605?sp_atk=1ae71e97-c902-4705-8c06-bba2dfc4d69c,Beauty & Personal Care,Skincare,Sun Care,879.0,4.31748811353631,0.29333333333333333
