,OriginalPrice,SalePrice,Discount,Ratings,Comments,Media,Brand,QtySold,Favourites,link,SubCat1,SubCat2,SubCat3,Content,LogQtySold,NORPercent
791,61.0,42.7,30,5.0,3,1,La Roche-Posay,11,1,https://shopee.sg/La-Roche-Posay-Hydraphase-Empowering-Thermal-Water-Essence-30Ml-i.195238920.3979867539?sp_atk=cb95e37b-c038-4518-ad80-ebe079ceefa6,Beauty & Personal Care,Skincare,Serum & Treatment,979.0,2.3978952727983707,0.36363636363636365
792,35.9,32.2,10,5.0,0,0,Nutox,8,1,https://shopee.sg/Nutox-Advanced-Serum-Concentrate-30Ml-i.195238920.9317020839?sp_atk=a4986e35-c8b2-408a-9192-1bf3cd3783f1,Beauty & Personal Care,Skincare,Serum & Treatment,1078.0,2.0794415416798357,0.375
793,6.5,6.5,0,5.0,2,2,MegRhythm,8,1,https://shopee.sg/MEGRHYTHM-Steam-Mask-Yuzu-Fragrance-i.195238920.8017227441?sp_atk=72b1d282-482f-4600-9067-6332b0b51db5,Beauty & Personal Care,Skincare,Mask,580.0,2.0794415416798357,0.375
794,17.5,15.7,10,5.0,1,1,Ceradan,6,1,https://shopee.sg/Ceradan-Hand-Lotion-Sanitizer-50ml-i.195238920.9817628782?sp_atk=f5c85d08-7708-4fc1-ba48-124467acd9b5,Beauty & Personal Care,Bath & Body,Hand Wash & Sanitizers,625.0,1.791759469228055,0.5
795,4.55,4.0,12,5.0,1,1,Nivea,5,0,https://shopee.sg/NIVEA-Deo-(F)-Roll-On-Dry-Comfort-50ml-i.195238920.9149387505?sp_atk=f1e52f08-2345-4409-aefa-3e7fa63d50d2,Beauty & Personal Care,Bath & Body,Deodorant,645.0,1.6094379124341003,0.6
796,18.9,18.9,0,5.0,0,0,Diane,17,4,https://shopee.sg/MOIST-DIANE-Botanical-Moist-Shampoo-480ML-i.195238920.8349387177?sp_atk=a026c9ee-3e9e-4ef8-811d-558d0bc0afec,Beauty & Personal Care,Women's Hair Care,Shampoo,2170.0,2.833213344056216,0.17647058823529413
797,39.0,39.0,0,5.0,1,2,Holistic Way,12,2,https://shopee.sg/Holistic-Way-Vitamin-C-Timed-Release-1000-mg-100s-i.195238920.8017655325?sp_atk=b902ec40-3d78-438e-8202-9329c89e097c,Health & Wellness,Food Nutrition,Others,581.0,2.4849066497880004,0.25
798,14.45,14.45,0,5.0,1,1,MegRhythm,7,0,https://shopee.sg/Megrhythm-Steam-Eye-Mask-Chamomile-X-12S-i.195238920.7379774499?sp_atk=91f549a1-8c31-4d24-9811-4b69423baf6f,Beauty & Personal Care,Skincare,Eye Care,1712.0,1.9459101490553132,0.42857142857142855
799,9.5,8.5,11,5.0,2,0,Nivea,6,0,https://shopee.sg/Nivea-Visage-Refreshing-Facial-Cleansing-Wipes-25S-i.195238920.6579837000?sp_atk=15f9cee9-a6cc-4ed1-afa4-d2d0bfaaa578,Beauty & Personal Care,Makeup,Makeup Remover,1074.0,1.791759469228055,0.5
800,14.9,14.05,6,5.0,1,1,Dr. Bronner's,15,6,https://shopee.sg/DR-BRONNER'S-Peppermint-Castile-Liquid-Soap-237ml-i.195238920.5121385716?sp_atk=e37bba03-b9aa-48a4-a349-70ab2b363ef5,Beauty & Personal Care,Bath & Body,Body Wash,2093.0,2.70805020110221,0.2
801,24.9,24.9,0,5.0,1,1,Hada Labo,8,4,https://shopee.sg/Hada-Labo-Premium-Hydrating-Milk-140Ml-i.195238920.4079835958?sp_atk=f2b181a6-ad67-48fd-9669-25d9e3c528b6,Beauty & Personal Care,Skincare,Moisturizer,974.0,2.0794415416798357,0.375
802,2.5,2.2,12,5.0,0,0,LUX,5,2,https://shopee.sg/Lux-Soft-Touch-220Ml-Body-Wash-i.195238920.4018624632?sp_atk=2a0324c0-978f-4b4f-afaa-ebc7d5217c25,Beauty & Personal Care,Bath & Body,Body Wash,296.0,1.6094379124341003,0.6
803,25.9,25.9,0,5.0,1,1,Hada Labo,4,1,https://shopee.sg/Hada-Labo-Hydrating-Light-Cream-50G-i.195238920.3279881534?sp_atk=220870f7-c3c0-405d-b0ef-6357f5c0bfb5,Beauty & Personal Care,Skincare,Moisturizer,127.0,1.3862943611198906,0.75
804,41.0,36.9,10,5.0,0,0,AVEDA,8,1,https://shopee.sg/AVEDA-Cherry-Almond-Softening-Conditioner-200ml-i.195238920.9950970065?sp_atk=8a091004-ddeb-4ce0-9f11-da385066f74e,Beauty & Personal Care,Women's Hair Care,Conditioner,892.0,2.0794415416798357,0.375
805,18.9,18.9,0,5.0,2,2,Lucido-l,12,5,https://shopee.sg/LUCIDO-L-Argan-Rich-Oil-Hair-Treatment-Oil-Deep-Repair-60ml-i.195238920.9849385996?sp_atk=fbdbe73f-3305-4369-be01-efcc46bdfcda,Beauty & Personal Care,Women's Hair Care,Treatment,1383.0,2.4849066497880004,0.25
806,26.9,26.9,0,5.0,1,1,L'OREAL PARIS,4,2,https://shopee.sg/L'OREAL-PARIS-ELSEVE-Floral-Oil-Rose-Long-Lasting-Fragrance-Hair-Oil-(For-All-Day-Shiny-Hair)-100ml-i.195238920.9049386298?sp_atk=31403e4b-5732-450f-b91c-f676b188f292,Beauty & Personal Care,Women's Hair Care,Treatment,973.0,1.3862943611198906,0.75
807,8.2,7.9,4,5.0,1,1,Nexcare,31,15,https://shopee.sg/3M-Nexcare-Acne-Patch-Ladies-36-Patches-i.195238920.8417232253?sp_atk=7fbb4570-871c-4b6b-86b8-226409d5276d,Beauty & Personal Care,Skincare,Serum & Treatment,1147.0,3.4339872044851463,0.0967741935483871
808,7.85,7.85,0,5.0,1,1,Ultracarbon,9,0,https://shopee.sg/Ultracarbon-Medicinal-Charcoal-20's-i.195238920.8211789868?sp_atk=dd4a1474-5111-4eb4-98ad-86911c24294c,Health & Wellness,OTC Medications,Others,1047.0,2.1972245773362196,0.3333333333333333
809,21.6,19.35,10,5.0,0,0,Ocean Health,8,9,https://shopee.sg/Ocean-Health-Omega-3-Fish-Oil-1000mg-60s-i.195238920.8117688301?sp_atk=ab9d5129-b77b-4592-80e9-d27b4ab812bd,Health & Wellness,Food Nutrition,Others,618.0,2.0794415416798357,0.5
810,5.95,5.95,0,5.0,0,0,Vicks,5,2,https://shopee.sg/Vicks-VapoDrops-Immune-Support-Lozenges-Orange-Menthol-16-Lozenges-i.195238920.4121349973?sp_atk=3507cabd-f1ed-4fb6-96b8-8d931fd184cd,Health & Wellness,OTC Medications,Others,1190.0,1.6094379124341003,0.6
811,5.9,5.9,0,5.0,2,2,Disney,19,0,https://shopee.sg/Tsum-Mosquito-Repellent-12-Patches-i.195238920.3183239006?sp_atk=a7d272d6-bea2-4f43-9018-7849040e3fcd,Home & Living,Housekeeping,Pesticide,541.0,2.9444389791664403,0.15789473684210525
812,10.95,10.45,5,5.0,0,0,HUGGIES,13,2,https://shopee.sg/HUGGIES-Nourishing-Clean-Baby-Wipes-3-Packs-x-72-Wipes-i.195238920.8731512046?sp_atk=3b726c56-a6fe-4abb-ae8d-07bc23babf46,"Toys, Kids & Babies",Bath & Baby Care,Baby Wipes,740.0,2.5649493574615367,0.23076923076923078
813,14.9,14.9,0,5.0,2,2,Garnier,7,6,https://shopee.sg/Garnier-Charcoal-Pure-Active-3-In-1-150Ml-i.195238920.8116869341?sp_atk=e6ae133f-cd31-4cdb-a92c-8d658ecae931,Beauty & Personal Care,Men's Grooming,Hair,1399.0,1.9459101490553132,0.42857142857142855
814,29.9,28.8,4,5.0,2,2,Gillette,15,10,https://shopee.sg/Gillette-Fusion-Proglide-Power-3-In-1-Styler-Razor-i.195238920.7887890047?sp_atk=1dea0673-7ff6-4b73-b0b3-119411d67128,Beauty & Personal Care,Men's Grooming,Shave,714.0,2.70805020110221,0.2
815,12.9,12.9,0,5.0,1,1,OXY,8,6,https://shopee.sg/Oxy-Anti-Pimple-Mark-Gel-18G-i.195238920.3579881108?sp_atk=b5cb7050-a278-42b7-a92b-5c8a8b7a84d7,Beauty & Personal Care,Makeup,Gift Sets,382.0,2.0794415416798357,0.375
816,8.9,8.9,0,5.0,0,0,MENTHOLATUM,4,3,https://shopee.sg/Mentholatum-Lip-Pure-Fragrance-Free-4G-i.195238920.9916977628?sp_atk=187bce7d-56ef-47d1-b355-4174173131e9,Beauty & Personal Care,Skincare,Lip Care,827.0,1.3862943611198906,0.75
817,45.5,40.9,10,5.0,1,1,Ego Pharmaceuticals,7,1,https://shopee.sg/Ego-Qv-Skin-Lotion-1L-i.195238920.9817624535?sp_atk=3b6edce3-ebbb-48cd-8095-1819bdff94f4,Beauty & Personal Care,Bath & Body,Body lotion,662.0,1.9459101490553132,0.42857142857142855
818,9.2,9.2,0,5.0,0,0,Lucido-l,8,0,https://shopee.sg/LUCIDO-L-Designing-Air-Hair-Spray-Super-Hard-i.195238920.9749386026?sp_atk=301dd452-56e5-432b-a895-38bdd259eb2e,Beauty & Personal Care,Women's Hair Care,Styling,480.0,2.0794415416798357,0.375
819,10.0,9.0,10,5.0,1,1,Johnson & Johnson,10,1,https://shopee.sg/JOHNSON'S-Baby-AF-Shampoo-500ml-i.195238920.5783238164?sp_atk=de1ed08b-daf8-4ee2-8f79-e0c5c8bf9c70,"Toys, Kids & Babies",Bath & Baby Care,Hair Care & Body Wash,303.0,2.302585092994046,0.3
820,55.8,35.4,37,5.0,0,0,Uriage,3,1,https://shopee.sg/Uriage-Thermal-Water-2x300ml-i.195238920.4321349746?sp_atk=56785029-0656-4af2-9db9-ba82f839d13b,Beauty & Personal Care,Skincare,Cleanser,770.0,1.0986122886681098,1.0
821,30.9,27.7,10,5.0,1,1,VICHY,5,2,https://shopee.sg/Vichy-Purete-Thermale-Mineral-Micellar-Milk-400ml-Dry-Skin-i.195238920.4278271617?sp_atk=a52af263-9748-4d17-aee3-1c39f378ec35,Beauty & Personal Care,Makeup,Makeup Remover,895.0,1.6094379124341003,0.6
822,16.9,16.9,0,5.0,0,0,Bio-essence,7,11,https://shopee.sg/Bio-Essence-Bio-Water-Energizing-Water-100Ml-Twin-Pack-i.195238920.3779876718?sp_atk=b1d60f5d-1e20-4f01-b0dd-695c986d90ed,Beauty & Personal Care,Makeup,Makeup Remover,867.0,1.9459101490553132,0.42857142857142855
823,4.9,4.9,0,5.0,1,0,Watsons,20,0,https://shopee.sg/WATSONS-Disposable-Underwear-Cotton-Men-L-5s-i.195238920.3407842390?sp_atk=5d3efcad-c87f-4537-96ea-a929caabc57e,Men's wear,Underwear,Briefs,510.0,2.995732273553991,0.15
824,10.95,9.75,11,5.0,3,3,Nivea,15,7,https://shopee.sg/Nivea-Body-Oil-In-Lotion-Rose-Argan-Oil-400Ml-i.195238920.9416869295?sp_atk=edbf1fa3-96c5-4e3c-8d65-41aab143cbaf,Beauty & Personal Care,Bath & Body,Body & Massage Oils,685.0,2.70805020110221,0.4
825,38.9,34.9,10,5.0,3,1,La Roche-Posay,22,20,https://shopee.sg/La-Roche-Posay-Toleriane-Sensitive-Fluide-Protective-Soothing-Moisturiser-40Ml-i.195238920.8417261217?sp_atk=2cd3cdc0-ccee-47db-a5bd-8bb7709a6ae4,Beauty & Personal Care,Skincare,Moisturizer,667.0,3.091042453358316,0.2727272727272727
826,25.9,25.9,0,4.9,4,3,Garnier,16,4,https://shopee.sg/Garnier-Skin-Naturals-Micellar-Cleansing-Water-(For-Sensitive-Skin)-700Ml-i.195238920.3779931460?sp_atk=b19981fb-e6a2-4dc6-9c08-50d46270b7e6,Beauty & Personal Care,Makeup,Makeup Remover,698.0,2.772588722239781,0.4375
827,13.5,12.1,10,4.6,3,3,renu,10,7,https://shopee.sg/BAUSCH-LOMB-Fresh-MultiPurpose-Solution-355ml-i.195238920.8550905411?sp_atk=0d0ddf06-624f-473e-8c95-0a328999188d,Health & Wellness,OTC Medications,"Eye, Nose, Throat Care",1441.0,2.302585092994046,0.5
828,80.9,72.7,10,4.5,2,2,VitaHealth,8,1,https://shopee.sg/VitaHealth-Vitaton-Gold-100-Tablets-i.195238920.5878569315?sp_atk=3a5f2e3c-3271-4cfd-b128-0706089286f2,Health & Wellness,Food Nutrition,Others,1082.0,2.0794415416798357,0.5
829,89.9,80.8,10,4.6,2,2,Physiogel,19,5,https://shopee.sg/Physiogel-Calming-Relief-A.I.-Lotion-400ml-i.195238920.8417614139?sp_atk=132ce66e-2da9-4bdf-a3eb-2786fb03da08,Beauty & Personal Care,Bath & Body,Body lotion,915.0,2.9444389791664403,0.2631578947368421
830,12.5,11.2,10,5.0,1,0,okamoto,16,1,https://shopee.sg/Okamoto%C2%AE-001-Hydro-Polyurethane-Ultra-Thin-Condom-i.195238920.9417648489?sp_atk=eb1403ae-053c-4711-896d-5982b6a8fa76,Health & Wellness,Sexual Wellness,Condoms,296.0,2.772588722239781,0.1875
831,26.3,26.3,0,5.0,2,1,durex,13,4,https://shopee.sg/Durex-Real-Feel-Condoms-10s-i.195238920.4079920569?sp_atk=38ab372c-1157-4207-9661-55b8981b4a5d,Health & Wellness,Sexual Wellness,Condoms,296.0,2.5649493574615367,0.5384615384615384
832,3.9,3.9,0,4.5,1,1,Dettol,20,3,https://shopee.sg/Dettol-Liquid-100ml-i.195238920.4118624672?sp_atk=b37e4f3a-25f8-401d-9af2-e044668a9ce8,Health & Wellness,Medical Supplies,First Aid Supplies,296.0,2.995732273553991,0.2
833,7.9,7.0,11,5.0,2,2,Naturals by Watsons,21,10,https://shopee.sg/NATURALS-BY-WATSONS-Aloe-Vera-Shower-Gel-490ml-i.195238920.10700518314?sp_atk=b5299c4e-988c-4102-adeb-dfcf81f22d35,Beauty & Personal Care,Men's Grooming,Bath & Body Care,1225.0,3.044522437723423,0.2857142857142857
834,32.0,25.6,20,4.7,2,2,Dr. Jart+,9,4,https://shopee.sg/DR-JART-Water-Jet-Vital-Hydra-Solution-Mask-5s-i.195238920.2952512988?sp_atk=94e3347f-b5d9-472f-a5a3-6c62a08de920,Beauty & Personal Care,Skincare,Mask,450.0,2.1972245773362196,0.3333333333333333
835,59.0,53.1,10,4.7,1,1,Neogence,7,7,https://shopee.sg/Neogence-Cica-B5-Repairing-Serum-30Ml-i.195238920.9617016289?sp_atk=5e22e49a-4c21-43f6-94f8-18ee7f01e2ba,Beauty & Personal Care,Skincare,Serum & Treatment,812.0,1.9459101490553132,0.42857142857142855
836,37.7,37.7,0,4.7,1,1,Eau Thermale Avene,5,2,https://shopee.sg/Eau-Thermale-Avene-Eau-Thermale-Gentle-Milk-Cleanser-200Ml-i.195238920.9417020898?sp_atk=e6bab728-7c3e-4ccc-9b73-7eae56257a4c,Beauty & Personal Care,Skincare,Cleanser,982.0,1.6094379124341003,0.6
837,6.9,6.9,0,4.8,3,3,Zam-Buk,16,8,https://shopee.sg/Zambuk-Medicated-Ointment-25g-i.195238920.8211832934?sp_atk=5df444ea-7c57-4a0f-9a35-fe632e6fa12f,Health & Wellness,OTC Medications,Topical Ointment & Creams,202.0,2.772588722239781,0.375
838,5.1,5.1,0,5.0,2,2,Vapex,7,2,https://shopee.sg/Mentholatum-Chest-Rub-28G-Cherry-i.195238920.4109140287?sp_atk=143ff801-8923-45eb-a8e4-ba3c612c988d,Health & Wellness,OTC Medications,Topical Ointment & Creams,415.0,1.9459101490553132,0.42857142857142855
839,29.9,20.8,30,5.0,0,0,NARUKO,8,1,https://shopee.sg/Naruko-Raw-Job%E2%80%99S-Tears-Supercritical-Co2-Pore-Minimizing-Brightening-Mask-10-Pieces-i.195238920.9817016299?sp_atk=76606818-c27f-4c8e-b533-517a7ca4581f,Beauty & Personal Care,Skincare,Mask,2082.0,2.0794415416798357,0.375
840,39.9,39.9,0,5.0,3,2,PNKids,17,11,https://shopee.sg/PNKids-Sugar-Free-Super-Brain-Omega-3-DHA-EPA-Gummies-i.195238920.9217625484?sp_atk=cd180c3a-0031-4163-878c-397f2ac7c512,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,680.0,2.833213344056216,0.35294117647058826
841,16.9,16.9,0,5.0,3,2,My Beauty Diary,14,7,https://shopee.sg/MY-BEAUTY-DIARY-Imperial-Bird's-Nest-Emolliating-Mask-8s-i.195238920.7187529736?sp_atk=bd467412-6557-4b90-9996-60a42003a29e,Beauty & Personal Care,Skincare,Mask,1863.0,2.6390573296152584,0.42857142857142855
842,14.9,14.9,0,5.0,2,2,COSRX,16,10,https://shopee.sg/Cosrx-Cosrx-Low-Ph-Good-Morning-Gel-Cleanser-150Ml-i.195238920.5779741784?sp_atk=0f77706f-4443-4ae1-b058-cee4c2b10683,Beauty & Personal Care,Skincare,Cleanser,1424.0,2.772588722239781,0.375
843,39.9,39.9,0,5.0,1,1,PNKids,13,3,https://shopee.sg/Pnkids-Sugar-Free-Super-Vision-Gummies-(Support-Eye-Health-Vision-Acuity-Reduce-Eye-Fatigue)-60s-i.195238920.9817625674?sp_atk=df1aa77d-4075-4719-9406-744084e4c21f,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,291.0,2.5649493574615367,0.46153846153846156
844,6.4,6.3,2,5.0,2,2,WOODS,11,1,https://shopee.sg/Woods-Peppermint-Cough-Syrup-100ml-i.195238920.4221349967?sp_atk=c33781c9-7e0f-4a16-afb6-a215c1d38b63,Health & Wellness,OTC Medications,"Coughs, Colds, Flu, Allergy",470.0,2.3978952727983707,0.5454545454545454
845,42.9,38.5,10,5.0,1,1,La Roche-Posay,19,9,https://shopee.sg/LA-ROCHE-POSAY-Toleriane-Ultra-Light-40ml-i.195238920.3979936476?sp_atk=69091273-84dd-41de-a3c0-cd7423e5b24d,Beauty & Personal Care,Skincare,Sun Care,964.0,2.9444389791664403,0.3157894736842105
846,109.0,103.45,5,5.0,3,2,Kordel's,7,5,https://shopee.sg/Kordel's-Glucosamine-750-mg-Chondroitin-120s-Twinpack-i.195238920.9317641432?sp_atk=4486c1f5-db6e-407d-8310-2c86b320623b,Health & Wellness,Food Nutrition,Others,1504.0,1.9459101490553132,0.5714285714285714
847,4.9,4.9,0,5.0,0,0,Watsons,27,3,https://shopee.sg/WATSONS-Disposable-Underwear-Cotton-Men-Free-Size-5s-i.195238920.3507842307?sp_atk=de123d7e-0bec-45b7-b486-0226cb1e856a,Men's wear,Underwear,Briefs,538.0,3.295836866004329,0.1111111111111111
848,5.4,4.8,11,5.0,6,6,Hansaplast,25,20,https://shopee.sg/Hansaplast-Aqua-Protect-Strips-Plaster-20s-i.195238920.6279938914?sp_atk=4d021779-c64f-4da8-ab66-fcdc87f845ff,Health & Wellness,Medical Supplies,First Aid Supplies,306.0,3.2188758248682006,0.36
849,9.9,8.8,11,5.0,2,1,Elgydium,20,0,https://shopee.sg/ELGYDIUM-Whitening-Toothpaste-75ml-i.195238920.3588005364?sp_atk=056a7657-e55f-4f31-a3d2-ffd070c7dd4e,Beauty & Personal Care,Oral Care,Toothpaste,482.0,2.995732273553991,0.15
850,30.0,30.0,0,4.8,2,2,BAUSCH + LOMB,16,8,https://shopee.sg/BAUSCH-LOMB-Ocuvite%C2%AE-Lutein-Antioxidants-(Nourish-Eyes)-60s-i.195238920.11000517579?sp_atk=cba88e58-349b-4039-8ddd-b9d8e7bd585e,Beauty & Personal Care,Makeup,Gift Sets,1169.0,2.772588722239781,0.375
851,34.9,31.3,10,4.8,2,0,PNKids,22,9,https://shopee.sg/PnKids-Kids-Strong-Tall-60-Chewable-Tablets-i.195238920.7279925300?sp_atk=0baf08c8-c68b-4644-b14f-3a8446aed2ed,"Toys, Kids & Babies",Feeding & Nursing,Kids and Baby Supplements,777.0,3.091042453358316,0.2727272727272727
852,4.6,4.3,7,4.3,2,2,Hansaplast,13,9,https://shopee.sg/Hansaplast-Be-Happy-16s-i.195238920.8717649851?sp_atk=4e076d41-929d-44aa-892e-474607485008,Health & Wellness,Medical Supplies,First Aid Supplies,520.0,2.5649493574615367,0.3076923076923077
853,2.9,2.5,14,4.7,2,2,Watsons,7,1,https://shopee.sg/Watsons-Antiseptic-Solution-100ml-i.195238920.3307942075?sp_atk=64720b0d-4528-4be0-89de-8ea237033060,Health & Wellness,Medical Supplies,First Aid Supplies,514.0,1.9459101490553132,0.42857142857142855
854,14.9,13.3,11,4.7,2,2,Ego Pharmaceuticals,11,4,https://shopee.sg/Ego-Qv-Resolve-Tinea-25G-i.195238920.4679929476?sp_atk=2d808b83-d694-4d66-b35c-a624162140d7,Health & Wellness,OTC Medications,Topical Ointment & Creams,640.0,2.3978952727983707,0.2727272727272727
855,16.9,16.9,0,5.0,0,0,Diane,4,1,https://shopee.sg/MOIST-DIANE-Perfect-Beauty-Extra-Damage-Repair-Shampoo-450ml-i.195238920.3687624764?sp_atk=5854563f-b898-40c1-aabc-c7ab6be1cf61,Beauty & Personal Care,Women's Hair Care,Shampoo,1034.0,1.3862943611198906,0.75
856,46.3,46.3,0,5.0,3,2,PediaSure,24,6,https://shopee.sg/PEDIASURE-GOLD-Triple-Sure-Premium-Chocolate-850g-i.195238920.8414547104?sp_atk=35fd0c0a-801c-4da1-a016-1e8d15f6b083,"Toys, Kids & Babies",Milk Formula (1 year+),Others,1319.0,3.1780538303479458,0.25
857,4.7,4.15,12,5.0,5,3,Listerine,14,4,https://shopee.sg/Listerine-Coolmint-250Ml-i.195238920.3918720216?sp_atk=3d4ea834-adcf-4418-9f06-e97cad61662f,Beauty & Personal Care,Oral Care,Mouthwash,296.0,2.6390573296152584,0.42857142857142855
858,8.95,8.95,0,5.0,2,2,Nexcare,17,13,https://shopee.sg/3M-NEXCARE-Hydrocolliod-Bandage-Regular-5s-i.195238920.9117232379?sp_atk=a51a8932-3bb6-422d-965e-8ebef6dbaed0,Health & Wellness,Medical Supplies,First Aid Supplies,283.0,2.833213344056216,0.35294117647058826
859,113.0,113.0,0,5.0,6,5,Kordel's,12,3,https://shopee.sg/Kordel's-Glucosamine-1500-mg-Curcumin-60s-Twinpack-i.195238920.7421429574?sp_atk=e82a4e18-272f-4fa2-bc7f-2d69c9553202,Health & Wellness,Supplements,Multivitamin & Minerals,1364.0,2.4849066497880004,0.5
860,3.1,2.75,11,5.0,2,1,Biore,26,14,https://shopee.sg/Biore-Powder-Shampoo-Floral-10'S-i.195238920.6218637461?sp_atk=c3334a76-ae30-4196-86c9-c8f776b4527f,Beauty & Personal Care,Women's Hair Care,Shampoo,296.0,3.258096538021482,0.23076923076923078
861,11.2,10.05,10,5.0,0,0,Hansaplast,19,3,https://shopee.sg/Hansaplast-Sos-Blister-Plaster-Large-Plaster-5-Pieces-i.195238920.5479925931?sp_atk=26052a54-bf01-450c-ba15-aae320b908e2,Health & Wellness,Medical Supplies,First Aid Supplies,180.0,2.9444389791664403,0.3157894736842105
862,4.9,4.3,12,5.0,2,1,SILKYGIRL,8,2,https://shopee.sg/Silkygirl-Cute-Nails-Polish-Remover-Strengthening-200Ml-i.195238920.5179771134?sp_atk=74615230-2234-4b26-a449-db51964ed3d6,Beauty & Personal Care,Nails,Remover,296.0,2.0794415416798357,0.75
863,4.95,4.95,0,5.0,0,0,durex,9,0,https://shopee.sg/Durex-K-Y-Jelly-Intimate-Lube-Lubricant-50g-i.195238920.4779945017?sp_atk=4964c899-04e4-44cc-9897-beb8195026bc,Health & Wellness,Sexual Wellness,Sex Toys,296.0,2.1972245773362196,0.6666666666666666
864,59.9,53.8,10,5.0,3,2,KLab,21,8,https://shopee.sg/Klab-Slim-Shake-20S-i.195238920.4218632944?sp_atk=2d289e2c-b583-477a-b6fb-60b93d623123,Health & Wellness,Weight Management,Slimming,296.0,3.044522437723423,0.2857142857142857
865,32.9,32.9,0,5.0,3,3,Avalon Organics,24,9,https://shopee.sg/AVALON-ORGANICS-Tea-Tree-Scalp-Treatment-Shampoo-946ml-i.195238920.10701499760?sp_atk=b1e87fe8-8c7b-43fc-922d-cc3145b80593,Beauty & Personal Care,Women's Hair Care,Shampoo,239.0,3.1780538303479458,0.25
866,14.45,14.45,0,5.0,3,2,Dettol,13,2,https://shopee.sg/Dettol-Antiseptic-Germicide-Liquid-1L-i.195238920.9217651621?sp_atk=0925edb1-082b-4c7a-b280-ffae99a26542,Health & Wellness,Medical Supplies,First Aid Supplies,210.0,2.5649493574615367,0.46153846153846156
867,5.5,5.5,0,5.0,0,0,COSRX,17,3,https://shopee.sg/Cosrx-Fit-Master-Patch-18S-i.195238920.8116978281?sp_atk=cf34fbb8-ae76-438b-bb18-437b7f7f8b7a,Beauty & Personal Care,Feminine Care,Sanitary Pads & Pantyliners,645.0,2.833213344056216,0.35294117647058826
868,3.0,3.0,0,5.0,1,1,Garnier,23,5,https://shopee.sg/Garnier-Black-Serum-Pure-Charcoal-Purifying-Hydrating-Glow-Reviving-Tissue-Mask-1s-i.195238920.5278289302?sp_atk=7634ab8c-c2fb-4e42-8563-e0b871c22d19,Beauty & Personal Care,Skincare,Mask,860.0,3.1354942159291497,0.2608695652173913
869,8.5,8.5,0,5.0,2,1,Oral-B,18,7,https://shopee.sg/Oral-B-3Dw-Luxe-Glam-White-95G-i.195238920.4318624616?sp_atk=0abcf6a7-0a10-4076-9c59-76a22819cf95,Beauty & Personal Care,Oral Care,Toothpaste,296.0,2.8903717578961645,0.3333333333333333
870,21.9,19.6,11,5.0,2,2,La Roche-Posay,14,9,https://shopee.sg/La-Roche-Posay-Cicaplast-Baume-B5-Multi-Purpose-Soothing-Balm-40Ml-i.195238920.4279748388?sp_atk=619961db-1b2a-4b7c-9cd3-b6569f3d8811,Beauty & Personal Care,Skincare,Cleanser,1003.0,2.6390573296152584,0.42857142857142855
871,25.9,23.2,10,5.0,1,1,Bioderma,6,8,https://shopee.sg/Bioderma-Atoderm-Pp-Baume-Ultra-Nourishing-Balm-(Very-Dry-Eczema-Prone-Skin)-200Ml-i.195238920.9516978878?sp_atk=a1fddd96-a70f-4812-964d-164635b43cae,Beauty & Personal Care,Men's Grooming,Shave,1302.0,1.791759469228055,0.3333333333333333
872,69.9,64.8,7,5.0,1,1,ProFlex,7,0,https://shopee.sg/Flexc-Pro-Ex-Ultra-Strength-Total-Action-Sachets-30s-4s-FlexC-Care-Transdermal-Bioactive-Peptide-Serum-10ml-i.195238920.9717622258?sp_atk=ac1985e0-a2de-4ed8-a83e-1ea73157ff26,Health & Wellness,Food Nutrition,Others,2230.0,1.9459101490553132,0.5714285714285714
873,35.9,35.9,0,5.0,2,2,Eu Yan Sang,12,2,https://shopee.sg/EU-YAN-SANG-CNY-Premium-Snow-Fungus-with-Bird's-Nest-70g-x-6s-i.195238920.9150916981?sp_atk=5451efdd-47bf-40e4-9d50-2786cfac22d2,Food & Beverages,Food Staples,Gift Sets & Hampers,379.0,2.4849066497880004,0.3333333333333333
874,3.9,3.4,13,5.0,2,1,Batiste,8,13,https://shopee.sg/Batiste-Blush-Dry-Shampoo-50ml-i.195238920.5721384410?sp_atk=84d27d53-35a5-4ca8-8bd3-b4d6c80ca80a,Beauty & Personal Care,Women's Hair Care,Treatment,1148.0,2.0794415416798357,0.5
875,8.9,8.9,0,5.0,2,2,MENTHOLATUM,5,4,https://shopee.sg/Mentholatum-Lip-Pure-Botanical-Oil-F.Free-4G-i.195238920.3379844057?sp_atk=0c35bdd2-e214-4cd4-831f-0e788b6de271,Beauty & Personal Care,Skincare,Serum & Treatment,1263.0,1.6094379124341003,0.8
876,11.9,11.9,0,5.0,2,2,Sally Hansen,8,2,https://shopee.sg/SALLY-HANSEN-Good.-Kind.-Pure.-250-Pink-Sapphire-10ml-i.195238920.3190397624?sp_atk=2be18e18-fdf4-47b3-809d-4596dc9fc5da,Beauty & Personal Care,Nails,Polish,649.0,2.0794415416798357,0.5
